Gene,t_stat,p_value,log2FC,p_adj,group
SCYL3,-3.422572339492358,0.001038883807301818,-0.31846359495931376,0.0037695357588336128,NS
LOC101927650,3.4751563059912804,0.0010408571025881355,0.06074469699714731,0.0037761327442732357,NS
SSR1,3.4198795380537885,0.001044347109399768,0.39040742979607135,0.003788229431264384,NS
TMEM208,3.420156835365515,0.0010445851410716175,0.5570267772839337,0.00378852816588955,NS
DHX30,3.4196712552245803,0.001049806609772285,0.33222282311341456,0.003806898175446033,NS
MDH2,3.42744874292043,0.001050613055957908,0.4711614354498579,0.003809254965701974,NS
LINC00628,3.4233730062853645,0.001053288977040647,0.4144690055109168,0.0038183128759947636,NS
ZNF860,3.4191390832791586,0.0010534250759955967,0.4621747924374875,0.0038183128759947636,NS
LINC00925,-3.4239573846783067,0.001055133267063984,-0.15646546719623916,0.003823934949705006,NS
ZNF548,-3.415724916104174,0.0010567406516152852,-0.4987236659818586,0.0038291900681521117,NS
PAX6,-3.4287102186259855,0.001061304628171172,-0.2332764856196834,0.0038451554907211025,NS
CCDC137,3.4141122364016128,0.0010617606958479113,0.4349755003659812,0.003845709333783437,NS
STX10,3.417075210213224,0.0010617735459274703,0.35796166293506193,0.003845709333783437,NS
GABARAPL2,-3.414055687390764,0.0010649429135412274,-0.3922739539895561,0.0038566146940385874,NS
POTEKP,3.543477611352115,0.0010652369843166807,0.7592104740957276,0.0038571056762878647,NS
HDGFRP3,-3.413608618485339,0.001065758487093579,-0.8231885057254256,0.003858419896148369,NS
SLC16A2,-3.415661668439563,0.0010664297177914123,-0.6186101759791973,0.003860275712058874,NS
DHH,-3.451454915777227,0.001067192026453123,-0.3513517659242162,0.003861886268514974,NS
FGF7,-3.413176493672731,0.0010671755767949652,-0.07667091014496119,0.003861886268514974,NS
OR10G4,-3.579597812193085,0.0010675558400795432,-0.20197489084706546,0.003862093320104266,NS
LOC102724297,3.4129055903367975,0.0010675666405465729,0.5172871049214838,0.003862093320104266,NS
CFAP97,3.433592476780275,0.0010682138641444862,0.43746087457777705,0.0038638603742301154,NS
LONRF3,-3.4105983270026625,0.0010737995028247073,-0.47496451109982596,0.0038834871007195834,NS
CCDC58,3.411786863097268,0.0010742595538109924,0.4698858567846189,0.003884573625786674,NS
ABCC2,3.45233150399075,0.0010780214650650613,1.5076034369358837,0.0038975977379027385,Up
ANKRD54,-3.410639108578987,0.00107826037540326,-0.24556617621863808,0.003897882426591464,NS
ASB6,3.410569324975251,0.0010791878545425458,0.2867701926941226,0.003900655818824802,NS
TAS2R1,3.5318612030944583,0.0010795080234299907,0.07108497838119246,0.0039012336290751783,NS
LYST,-3.412194574838328,0.0010804064742725888,-0.49298263323134073,0.0039039008103782806,NS
IL1R1,-3.408653928658533,0.0010830463224964502,-0.3761084600666402,0.003912858566548933,NS
ZNF571-AS1,-3.4074598802455696,0.0010836201038229953,-0.29364133820515814,0.003914350429959391,NS
RPL13A,3.41109591953742,0.001085478092836008,0.5265292731428843,0.003920480093092474,NS
MIXL1,-3.436444311414007,0.001085792839072137,-0.23562824849314196,0.0039210349505356176,NS
TPSD1,-3.420172753998105,0.0010883634474863708,-0.9606240422999026,0.0039297348454047955,NS
SLC2A4RG,3.408218602357572,0.0010887380439826358,0.5790012992258733,0.003929921245678052,NS
GH1,-3.512225650598859,0.0010886644240589289,-0.12009800207419817,0.003929921245678052,NS
NLRP1,-3.4073766266921335,0.0010896312208726717,-0.6164818248402977,0.003932561974070494,NS
NCCRP1,-3.447957977769024,0.0010908629123069875,-0.525345572537334,0.003936423462915606,NS
SLC45A1,-3.4650545861150435,0.001091691398524421,-0.6167969900247152,0.003938829039954086,NS
INHBB,3.4058428162755643,0.0010924615584312237,1.1158363999194867,0.00394102349332675,Up
ANAPC5,3.408199729471064,0.0010945619573899182,0.2964104446380169,0.003947430319359966,NS
CYP21A2,-3.4418063682844133,0.0010944789422707322,-0.07090319968343448,0.003947430319359966,NS
UBXN10-AS1,-3.4959258211990196,0.0010996420600325868,-1.228748428477546,0.003965163605416066,Down
LINC01411,3.4823751830650513,0.0010999034363059343,1.8477598391196697,0.003965518522361661,Up
GANC,-3.407577516071013,0.0011022454472441742,-0.3760562079478458,0.003973373604522918,NS
NBPF25P,-3.402134822575852,0.001102863584039,-0.46330354561975895,0.003974424430797143,NS
EIF4A1,3.4025204857654194,0.0011028219165826515,0.47129647790309015,0.003974424430797143,NS
UBE2N,3.4009749614808715,0.0011074613152533162,0.3199889555901061,0.00399040251228971,NS
SEMA6A-AS1,-3.4410055662533647,0.0011081368658853118,-1.0844324759656225,0.003992245561537372,Down
BCAT2,-3.402711487957946,0.0011111715424179391,-0.4088751712711076,0.004002585946755916,NS
CDH24,3.3982901961414393,0.0011166128806988187,0.6731715641877773,0.004020996014306962,NS
DOCK6,3.398172861907879,0.0011165444586058032,0.5567493647074517,0.004020996014306962,NS
LOC101927023,-3.4762900250459707,0.0011168300826821464,-0.3644748289031394,0.0040210737868036205,NS
POLI,-3.414219057545948,0.0011169649407787835,-0.5982380174374575,0.0040210737868036205,NS
WDFY3-AS2,-3.4555218231872695,0.0011183805657647926,-0.43715294614709466,0.004025574537561307,NS
SLC44A2,-3.4007368604871955,0.0011187933344858096,-0.3455907010983772,0.004026464742390811,NS
LOC100128006,-3.397724160999757,0.001121053890426978,-0.4424939850085069,0.0040334073739548984,NS
HABP2,3.5140295121544685,0.001120946978265058,1.206486678128525,0.0040334073739548984,Up
FAM83C,3.463322745485478,0.001122318893837941,0.15075211132384092,0.004037361803464912,NS
BPNT1,-3.4031140310261887,0.0011229095819703554,-0.40966900465015144,0.004038292830919251,NS
CST3,-3.438391373735935,0.0011227545152870735,-0.3059710332168084,0.004038292830919251,NS
LOC100132146,3.456933535001394,0.0011257640198673216,0.07500665924405989,0.0040479599863314335,NS
HSD17B10,3.395048130294739,0.0011268970853462398,0.5601581590534286,0.004051435584131496,NS
REM2,3.394465424810483,0.0011304650759969856,0.369501254516835,0.0040636629378822215,NS
MIPEPP3,3.393996013799507,0.0011309634211775885,0.4308533137070305,0.00406485390899096,NS
AGR3,-3.3956616837656934,0.0011318004469694654,-0.8288677595688014,0.004067261618052113,NS
ACTN2,-3.4211504138209605,0.0011326191750889003,-0.08187198017110642,0.004069602870952824,NS
OGFRP1,3.393057512959575,0.0011355345133932074,0.45042633834825885,0.004079475630046811,NS
IFFO1,-3.404992577778958,0.001137527022385103,-0.726910274343191,0.004086030644540792,NS
F7,3.47563854146534,0.001139252206344164,0.7994068199826292,0.004091623626563102,NS
SAT2,-3.3925474371681847,0.001139906894590176,-0.3829504791744922,0.0040928888230809144,NS
DHRS7B,-3.400582014346037,0.0011399408465993769,-0.31174825991675714,0.0040928888230809144,NS
GPR183,-3.399198818021898,0.0011428017294411264,-0.32318697784944206,0.00410255537508176,NS
ZNF429,-3.394572023831026,0.001143588916456759,-0.6251723521157344,0.004104775792166916,NS
PAIP2B,-3.399791211796778,0.0011450424944454813,-0.5571621946936496,0.004109387132403073,NS
WDR24,3.394238268687522,0.0011467910563242407,0.3475763339440272,0.004115055609953807,NS
TYRO3,3.39394289388047,0.0011487841491246418,0.5509077219723522,0.004121599742458688,NS
SERPINB3,3.5120204286216268,0.0011505634058375993,0.8205662964050615,0.0041273748591485575,NS
S1PR4,-3.3890386461219473,0.0011518844851968245,-0.5150477286313497,0.004131504912564469,NS
KDELR2,3.387802306856243,0.0011556678410780741,0.3775276292324481,0.004144463981797231,NS
SHQ1,3.3878597763724754,0.001157501883630187,0.2916364444548569,0.004150429621338475,NS
FOXRED2,3.3856840211421977,0.0011601231886767972,0.6637804379781529,0.00415860331707741,NS
CRSP8P,3.4817414724635842,0.0011599815179656682,0.06058043023815455,0.00415860331707741,NS
CELSR2,3.39111283616923,0.0011609467721766362,0.7357613802558229,0.004160942657980946,NS
LINC01578,-3.413121837485822,0.0011658998459278022,-0.3244165185056387,0.0041780796127962,NS
TRABD2B,-3.385020501429956,0.0011668957151796534,-0.4076791661574758,0.004181032703859253,NS
PUS3,3.4098780856148374,0.0011683441507877046,0.3427584554745766,0.004185606249605414,NS
RCN2,3.4111327659647808,0.0011695205189162583,0.3911802734708303,0.004189203907616436,NS
LOC100288152,3.3883240648956368,0.0011701283431649167,1.554018358813472,0.004190764291282033,Up
DNAJC13,-3.387516918716202,0.0011708389756540493,-0.5085818132064377,0.004192692364849462,NS
PRIMPOL,-3.385968954836612,0.0011714655221577888,-0.42429468958801264,0.004194042189051167,NS
LDOC1L,-3.3862689711245704,0.0011715606016259794,-0.37903158239621515,0.004194042189051167,NS
H19,3.3956676792893288,0.0011717984698121728,3.6853685248094408,0.004194276740895579,Up
COL5A2,3.3819355769474364,0.0011741396368589016,1.1713161723558319,0.004202038559205622,Up
PRKAG2-AS1,-3.4082390146504293,0.0011759608026776823,-0.38212148408778956,0.0042079373759688395,NS
LINC00877,-3.3990606768154312,0.001177493824999615,-0.2046251659998166,0.004212803546778982,NS
STRADA,-3.3792141193571466,0.001184006166924572,-0.2672897437059496,0.004235480534804702,NS
C22orf31,-3.448372521666637,0.0011848216941775969,-0.12772486887139323,0.004237774948487066,NS
THSD7A,-3.403517904349844,0.0011863388547841225,-0.6022637456754586,0.0042425778648091704,NS
FAM177B,-3.3832533053040033,0.001187802077070691,-0.45733142379284075,0.004246562560245679,NS
OR10S1,-3.5060355991989773,0.001187740316197322,-0.15760728357669085,0.004246562560245679,NS
SHKBP1,3.3787150939150177,0.0011889064419351543,0.3535228668218542,0.0042498864822170844,NS
RPS13,3.3772429623507243,0.0011912256797483984,0.49614609431726464,0.004257551496894848,NS
SH2B1,-3.3777360896530957,0.0011964303666887899,-0.42524840023629196,0.0042755256099469,NS
KCNV1,-3.393529538493375,0.0011968452494399782,-0.5193402680202128,0.004276380265801102,NS
TUBA1A,-3.412320496567148,0.0011970727560053087,-1.3458711241006185,0.004276565265728889,Down
FOXC1,3.383795748586113,0.001198752707445736,0.9328409738130015,0.004281938336767861,NS
ADAL,-3.3887721182870845,0.0012000849787745277,-0.4219121766378182,0.0042860681014759185,NS
CD2AP,-3.3769628704986236,0.0012007170107996709,-0.497114922714446,0.004287696137171062,NS
MLKL,3.4088261074715427,0.001201734183383813,0.3670360874794607,0.004290698809687276,NS
FER,-3.3748954799416713,0.0012057976912584357,-0.5795296378109716,0.004304575709911294,NS
RABIF,-3.3733922948619965,0.0012066054630721142,-0.244490491424322,0.004306827595969929,NS
MT1DP,-3.3910640027688568,0.0012073241939868776,-0.5020112894304222,0.004308761047787748,NS
RHOJ,-3.38287008567829,0.0012076605375750597,-0.7188153751720963,0.004309329449036166,NS
RPS6KA1,-3.3779633274326786,0.001208429465775216,-0.6257143819512541,0.004311441061296826,NS
ZNF333,-3.3991333889564634,0.0012129005963339512,-0.4649229619959321,0.004326758855523752,NS
HSPA7,-3.3716878681307487,0.001214037794390542,-0.6310999940779842,0.0043298632717618446,NS
RHEB,3.3793779078009654,0.001214126683370432,0.46497172858166635,0.0043298632717618446,NS
TSPEAR-AS1,3.4231128281990943,0.00121511539791065,0.4235130033000578,0.004332754333121404,NS
KLK9,3.4970061714414236,0.0012152937857099813,0.059071240594114845,0.004332755577063889,NS
FLNA,-3.413141279828459,0.0012186133085139996,-1.9160585502700354,0.004343953929397495,Down
FAM180A,-3.369610734094352,0.001220477656196942,-0.383901112674919,0.004349962542649207,NS
NCAN,-3.4531730721327687,0.0012232785503898064,-0.051267041138806715,0.004359306897391467,NS
MRPS15,3.3702057163829027,0.0012247225731247782,0.4616247663136601,0.004363813841810338,NS
HIPK4,-3.473825232225699,0.001226419744518226,-0.19413689656800798,0.004369221329614339,NS
EIF5A2,3.3989107984450793,0.001228633221897817,0.45082620868651047,0.004376466347790584,NS
RPS12,3.3672542572273683,0.0012310728394962047,0.6550813860909699,0.0043845146527117865,NS
PCM1,-3.366995395587403,0.0012313233948039858,-0.6275036864436476,0.004384765311084254,NS
MAMSTR,3.3751443715718197,0.0012364607801416188,0.36198117578246713,0.004402415441920473,NS
ATR,3.388451426364734,0.0012381973143429429,0.554946578318321,0.004407953458433273,NS
CASR,-3.4515267138162247,0.0012385623709230593,-0.18524696400875162,0.004408608140819595,NS
TLN1,-3.377757557295317,0.0012391788455426564,-0.849990999139921,0.004410157412273484,NS
LIN7B,-3.364404445789853,0.0012402497589600095,-0.350474609950314,0.004413323312480011,NS
MMP23B,-3.365033257232772,0.0012426692553308594,-0.5118468611035722,0.004421286403177163,NS
COPS8,3.3707434984713673,0.0012445683103816617,0.4110442970760513,0.004427395761065359,NS
ARHGAP5,-3.366239338652867,0.0012465644664389787,-0.44933681273224035,0.004433848707287195,NS
RAPGEF1,-3.3657693664866852,0.0012479115813772799,-0.39318515304337787,0.004437991559900261,NS
KHNYN,-3.363439307052831,0.0012483297660500134,-0.3327040639863288,0.004438830097398178,NS
LINGO3,-3.3811542542118134,0.0012492448405304196,-0.6104663300378751,0.004441131813396256,NS
ZNF302,-3.369629359533105,0.001249342060918424,-0.6066369065590766,0.004441131813396256,NS
DDA1,-3.362217271371946,0.0012495467907653003,-0.2807621355444443,0.0044412108514771936,NS
SIX1,3.363423609972227,0.0012519359009430734,0.48969729589026934,0.004449052582557044,NS
UBE2M,3.363254152984656,0.001252134631037893,0.3605584718697177,0.004449109122636613,NS
OR10G8,-3.5271171570172943,0.0012564185500840005,-0.08772124684136284,0.004462403973403419,NS
ACTL8,3.4739464370056012,0.00125642636529258,4.179744974775263,0.004462403973403419,Up
NAIP,-3.362269862513527,0.001256178009503348,-0.7198248144572861,0.004462403973403419,NS
OIP5-AS1,-3.3600333002761515,0.0012571306249592215,-0.32214557062403504,0.004464253741282302,NS
ZNF570,-3.3594869864037724,0.0012605261830083254,-0.6012577841187523,0.004475658767098134,NS
CXorf38,3.3586953949843914,0.0012622241479196027,0.4020092373581168,0.0044810338240366815,NS
NRIP2,-3.363819013736914,0.0012625940995965826,-0.5431334912953427,0.004481393103133475,NS
PLIN3,-3.361966490142242,0.001262693643498777,-0.4717559748131661,0.004481393103133475,NS
RNF167,-3.3700003284582998,0.0012636195872743289,-0.2785485449702465,0.004484025412060086,NS
GALNT7,-3.358092322492363,0.001267758052397685,-0.5317074867164084,0.004498055104701861,NS
SSX2IP,3.3930044161588797,0.0012682234045982605,0.43277117419697264,0.004499050258644791,NS
SLC2A12,3.3577298964123883,0.0012697131116685984,0.7384876771890991,0.004503678514147648,NS
LOC100130417,-3.3805415088534585,0.0012712054734464353,-0.40468626931869944,0.004508314835586192,NS
WNT11,3.3981480412604106,0.0012717388401811713,1.8125987397333998,0.0045095492371629,Up
RPGRIP1,-3.3619780822691365,0.001273466458054022,-0.11691751856658256,0.004515017442191533,NS
TMEM217,-3.397582806663135,0.001274295182177183,-0.4234730427096788,0.004517297531458693,NS
IL36B,3.478600481598071,0.0012801692681571344,0.1051966866902125,0.004537459847053892,NS
REG1P,3.477706046396698,0.0012834051360432965,0.4299420764966587,0.004548266694444396,NS
RALA,3.3581829895432205,0.0012867383229469608,0.3513698132439451,0.004559415234018235,NS
RIIAD1,3.409276907444389,0.0012885171812891348,1.8619213920759354,0.00456505373764047,Up
ATP5G3,-3.351176184250194,0.0012929420807302298,-0.4390280527389825,0.00458006382484001,NS
C16orf70,3.35218178709543,0.0012935797515304616,0.287767007541746,0.004581655775468681,NS
UBAP2,3.355965327650081,0.0012986356357418349,0.41604151451671,0.0045988936017772545,NS
SPATA31E1,-3.479310859382889,0.0012992089967440456,-0.20511519464847933,0.004600254640588258,NS
LRRC28,-3.3510754885689167,0.0013005784358688629,-0.29367765216720887,0.004604433636209579,NS
IPO9,3.3485289373756815,0.0013050399737990694,0.4309848969669172,0.004619556771254422,NS
NLN,3.3926694105092854,0.0013068678173801399,0.4712065456975938,0.0046253541599422755,NS
RGS2,-3.351105648230912,0.001307440592954828,-0.9120577316766383,0.004626708487734287,NS
HNRNPA2B1,3.3507274087682872,0.0013084718224478829,0.4150924154467006,0.004629684540722837,NS
SDC2,-3.36722239233457,0.001309725766468305,-0.954845077082048,0.004633447630872608,NS
PCDHGB6,-3.3471032163802774,0.001311064134225021,-0.5537070452093495,0.0046375082515261795,NS
LINC01013,-3.355160925766612,0.0013115826859037305,-0.3626452970149184,0.004638668252311174,NS
PRSS30P,3.406635608752743,0.0013122303387019328,0.9591590356377615,0.004640284440954699,NS
RPL13AP20,-3.3827079557690194,0.001314339236172896,-0.6685088234657581,0.0046470666354065954,NS
HSD17B3,-3.3759437990620067,0.0013151303895087515,-0.5228627679186694,0.004649188431011763,NS
STAR,-3.3509425484809845,0.0013159339488689806,-0.43003560627302884,0.004651353461100292,NS
CAPN10,3.3452094571972055,0.0013166073497670727,0.4228175442214872,0.004653057865804746,NS
MAPK9,-3.346235075602112,0.0013177466200518053,-0.2618082291627557,0.004656407978158956,NS
ERI3,3.3458820948972856,0.0013183178310977623,0.33498747684028096,0.00465775010708408,NS
MAPK1IP1L,-3.3508972645837343,0.0013194551029584059,-0.26279495782289786,0.004661091506110577,NS
KCNJ2-AS1,-3.3488626839595192,0.0013218906238844875,-0.4143444434735426,0.0046690174488901144,NS
TRIM6,-3.3855322514458663,0.0013242403949821659,-0.5332540261141818,0.0046766382603810755,NS
RAPGEF2,-3.354992079880871,0.001325412090969889,-0.4163336926879433,0.004680097017678935,NS
ISM2,3.423984110192114,0.0013266260133884536,1.5192735202752217,0.00468370385344863,Up
DQX1,-3.3432508876004268,0.0013278885060683961,-0.7741252918003503,0.004687481097139613,NS
KATNAL1,-3.3563472294528296,0.0013280979643150409,-0.8710575565106053,0.004687540545260454,NS
RABGAP1,-3.374472039346684,0.0013283675918645025,-0.6118805351903918,0.004687812313749207,NS
LINC01266,-3.474774084702228,0.0013287360718338764,-0.19864762261429636,0.004688432803269423,NS
DHRS13,3.345359191151452,0.0013300711655933558,0.4221745541419959,0.004692043163574873,NS
UBXN10,-3.3420213996995747,0.0013302981912544564,-0.5938303560921336,0.004692043163574873,NS
TAZ,3.3423744924354133,0.0013303376819800553,0.5021096393337237,0.004692043163574873,NS
FOXP1,-3.34154456831411,0.0013331675504720383,-0.5207435563979299,0.004701250742504359,NS
TFB1M,3.3414655761245555,0.0013335278548449864,0.3343000930487334,0.004701250742504359,NS
LOC101928445,-3.379258423713473,0.0013334753029295772,-0.39561321950258915,0.004701250742504359,NS
MAP1A,-3.3625394038381087,0.001334051632990416,-1.080600851876179,0.004702416069011409,Down
PNPO,3.3490149521156396,0.0013348000257524073,0.38159588747869044,0.004704372690327384,NS
ZNF761,3.339715402066322,0.0013411341697619414,0.4247259401002461,0.004726012330629396,NS
RAB34,-3.358310784849396,0.0013424025757643294,-0.8150578700979589,0.0047297971744318405,NS
CALML4,-3.3412951164685927,0.0013451398477372656,-0.5780553137684983,0.004738755549295612,NS
LRRC55,-3.3759427874841417,0.001345519914624399,-0.3555314689280663,0.004739408400969659,NS
PAAF1,3.338008220234838,0.00134741902496209,0.4590628591819339,0.0047450470974457,NS
PSMC3IP,3.3377030236978054,0.0013475107039138407,0.5104613660880966,0.0047450470974457,NS
LOC102723373,3.3403236681075668,0.0013486368347580826,0.8347610914601586,0.004748325522377416,NS
CXCL10,3.3675291180431173,0.0013489482822053324,0.05735236235110808,0.004748735049291041,NS
CLDN12,3.337440139485859,0.0013497371556136129,0.6823420675678555,0.004750824908737761,NS
LOC100506388,-3.3502198866076602,0.001350881946321502,-0.5428910457281453,0.004754166745579187,NS
LINC01169,3.4304150451596196,0.0013526880033218635,0.5653286102349772,0.004759834477854377,NS
ANKRD20A1,-3.480597897292719,0.0013598034827576166,-0.7136548268599227,0.004784180650049061,NS
CPE,-3.3626108232720924,0.0013601079782020313,-0.4798238462465365,0.004784560242486938,NS
GNG11,-3.3520976956580317,0.0013605094614865451,-0.8703232552547933,0.004785280857744842,NS
EIF3G,3.3365800460726347,0.001361895177709481,0.42589206071948293,0.004789462578719353,NS
OSM,3.3339711947785173,0.0013638326793727923,1.0913801430157282,0.004795583309524096,Up
RNF126P1,-3.394823966400087,0.0013678968692036246,-0.12210682620183692,0.004809179169162006,NS
RAP1B,-3.333413914927479,0.0013682294987245498,-0.3976236723553406,0.004809653774514032,NS
KANK3,-3.3581182800592435,0.0013686847149479034,-0.6191566548171161,0.004810559102104589,NS
NBPF10,-3.3326103202921153,0.0013689939933767556,-0.7840596211603952,0.0048109513101540395,NS
FCMR,-3.3526949213890647,0.0013736134050541615,-0.9700697518903767,0.0048264879909613164,NS
LOC100505782,3.453296330035522,0.0013748044275648634,0.77161474650329,0.004829975537638013,NS
CYB5R3,-3.3357832622614496,0.0013750747233576299,-0.4724819762106103,0.004830227838861328,NS
KIAA1522,-3.3417499842323695,0.0013756168137574755,-0.6819213748537409,0.004831434662953085,NS
LCP1,-3.333117265542604,0.0013785619597788757,-0.5247317271578193,0.00484107992109361,NS
ZNF195,3.331019000243686,0.0013789998796834063,0.4413657297194322,0.004841919069683362,NS
SEC13,3.332393302797839,0.001380129356415495,0.30038325303259406,0.004845185807519833,NS
KLHL41,-3.3932507111387147,0.0013804605404133946,-0.5064363340846104,0.004845649460767398,NS
SLC24A3,-3.328980713930836,0.001384734339137916,-0.6647308759132211,0.004859950227467598,NS
HDAC8,3.3343853526113403,0.0013871269516762842,0.3597022606132656,0.004867188915809982,NS
NAPA,-3.336672504715928,0.0013871968408965334,-0.2601664647326247,0.004867188915809982,NS
ZDBF2,-3.3280156980431395,0.0013887020845082696,-0.5654634156881209,0.0048717679009072,NS
SOX2,-3.3312547124348586,0.0013892080817566876,-0.5292721688469118,0.004872809121794686,NS
GNL3L,3.3338066522402574,0.0013894441837895468,0.7243295074497054,0.004872809121794686,NS
SOX12,3.3336528980056395,0.0013895995769746515,0.7632228435545141,0.004872809121794686,NS
C9orf50,3.386500961167332,0.0013907686528389573,0.36548159813433556,0.004876206012892791,NS
SYT8,3.369062150426726,0.0013910918539640838,0.9975123941367611,0.004876636611649373,NS
IGFL1,3.4429128766208317,0.0013928106068205486,0.6373006092081296,0.00488195865297204,NS
SLC15A2,-3.3383306615695867,0.0013933873875787458,-0.5166309146844283,0.004883276996560536,NS
SLC5A1,3.334910127528123,0.0013946833664966417,0.728424355560704,0.004887115105408535,NS
DCUN1D4,-3.328798543289885,0.001395348156920959,-0.4627826538126212,0.004888740677631508,NS
RLN2,3.3301138777771944,0.0013967875071212226,0.5122617951024347,0.004892374895409049,NS
COL8A1,3.326821156260954,0.001396695870087974,1.4172692428793403,0.004892374895409049,Up
SDHAF4,3.331155658027026,0.0013971228707163699,0.5236513447594113,0.004892845327637584,NS
PFN1,-3.339021594300691,0.001397967430111739,-0.3815543592843582,0.004895098615712127,NS
GABRP,3.3673858368147886,0.0013988490348690102,0.8497400133860924,0.004897480954189647,NS
IPCEF1,-3.325643714184757,0.0014013298385662013,-0.37144016769083255,0.004905460723726564,NS
FBXO9,-3.3535410940744432,0.0014017250239184902,-0.3915081768721098,0.004906138383730818,NS
PNCK,-3.4161243502993055,0.0014027234813160138,-2.6323044028929834,0.004908927040740079,Down
KCNQ4,-3.337458165326762,0.0014042900129235235,-0.6462798964287604,0.004913702624659506,NS
ANKRD39,3.379028760229626,0.0014065509735148851,0.4481109827002312,0.00492087045590524,NS
FAM184A,-3.3597625160542464,0.0014067429224906619,-0.8535016884527086,0.00492087045590524,NS
NAGPA,-3.324572268170943,0.0014071460137947166,-0.3100296894557282,0.004921573065781578,NS
UBQLNL,-3.360026825476504,0.0014075588562644894,-0.2205764326872471,0.0049223095740842954,NS
TREH,-3.3239915061870033,0.001408337002692815,-0.4745866760786872,0.004924323174932807,NS
PPP1R17,-3.4263081390919883,0.001408854565013675,-0.08879959433956627,0.004925420442644116,NS
C11orf1,3.336605922622034,0.0014090556016472854,0.6868367916691671,0.004925420442644116,NS
KRT37,3.441933869269276,0.0014108251179305938,0.18694062290337507,0.004930897611655742,NS
HECW1,3.3527321061148947,0.0014122296202445622,0.37105216619746406,0.004935097650527235,NS
SLC38A9,-3.3311955039406405,0.0014149716304115818,-0.2477608642498117,0.004943969791485463,NS
NHSL1,-3.3358464119271076,0.0014207531853650374,-0.8686124896007348,0.00496345815662411,NS
SLMAP,-3.3519200910342026,0.001423463151514553,-1.0117190200304798,0.004971498170961275,Down
KCNJ15,3.360286778119962,0.0014232660760409481,0.9336295418436026,0.004971498170961275,NS
CALU,3.3566725317567396,0.0014255052655268773,0.47128716106946467,0.004977915933686625,NS
LOC102724957,-3.446043995992613,0.0014298338644316297,-0.17307731713313163,0.004992315197246505,NS
POMC,-3.3735888558321263,0.0014342703248699622,-0.45286873380864767,0.005006643435821866,NS
NXN,-3.318430474437107,0.0014343490316629708,-0.6610995654390708,0.005006643435821866,NS
P2RX6,-3.3539718664408795,0.0014355518089218028,-0.28326461601640207,0.005009670890071674,NS
TIMM13,3.324070618820415,0.001435628073116365,0.5026522542606537,0.005009670890071674,NS
LINC00671,-3.3652371306358613,0.0014362124045619942,-0.16096306097053653,0.005010991408949203,NS
EGLN3,-3.3174615491469606,0.0014385326670386155,-0.6979673768963703,0.005018367400380124,NS
TRPM5,-3.344234218298151,0.0014400184662667706,-0.8823759596407055,0.005022830642836195,NS
SYCE2,3.321212185163536,0.0014406728251325897,0.3727886687342622,0.005024392930986917,NS
FGF10-AS1,-3.431855819747924,0.0014453072010693145,-0.31071774538934627,0.005039833220407342,NS
NDP,3.371072534606348,0.0014457914091267057,0.32516534332545177,0.005040799388611392,NS
RPS24,3.314545312320891,0.0014481935482823782,0.5499242657120345,0.005048451252112872,NS
ENTHD1,3.3304829064341677,0.001450563620161282,0.11430862063531094,0.005055989152140498,NS
PALMD,-3.3566108573426914,0.001451151135876743,-1.470664676745006,0.0050573126224683395,Down
MAP3K14,-3.316976494382874,0.0014522456766551627,-0.6567839633138837,0.005059756972444671,NS
RBMX2,3.319578475117394,0.0014522683453536338,0.46200270919451647,0.005059756972444671,NS
PI4K2B,3.31334751692099,0.0014537266801818195,0.40690304184511916,0.0050641128670061205,NS
LYPLA2P2,3.364801548361546,0.0014546964982764376,0.0906203780177164,0.00506676599142055,NS
PDE4DIP,-3.314024946123338,0.0014551993368110215,-0.4811036667658226,0.005067792080800375,NS
LOC646268,3.3796448374708445,0.0014562136445126655,0.09634099259679238,0.0050705988342910615,NS
VPS39,-3.313220787144132,0.0014569895484711143,-0.337064567440021,0.005072574771329477,NS
MRPS11,-3.3253737004526656,0.0014618433280856622,-0.26960417806380654,0.005088745420153437,NS
USP46-AS1,-3.325856709921913,0.0014620989287684515,-0.44282232947759903,0.005088907255507586,NS
STK3,3.3331677443408037,0.0014644566264942341,0.489130596541377,0.005096384450502457,NS
ZNF207,3.3155087509975907,0.001465987717194347,0.2405664425845888,0.0051009832836204794,NS
LOC101929331,-3.3165454461467503,0.0014670990801511604,-0.45936361064782305,0.005103515176759575,NS
KLF6,-3.3109873013444697,0.0014671347870073138,-0.53610499934946,0.005103515176759575,NS
RNPC3,-3.312067648152758,0.0014680901371480336,-0.5783096324560462,0.005105378905063525,NS
SS18,-3.318742995835698,0.0014679846392302248,-0.3132213208401975,0.005105378905063525,NS
CTBS,-3.3473197373646584,0.0014687421429084538,-0.280432593546859,0.005106916529478515,NS
ITIH3,-3.328282238485571,0.0014695233091956159,-0.43090338757456215,0.005108902750369215,NS
RAB3GAP1,-3.338681769692973,0.0014764763354107374,-0.36697744019778433,0.005131634692512118,NS
QTRT1,3.3132171322216775,0.0014764836504343299,0.4843740236796714,0.005131634692512118,NS
DLEU2L,3.3108812597656696,0.0014773329997353505,0.5924472540525985,0.0051331204856595505,NS
KRT14,-3.3514124548473014,0.0014771554264075284,-0.3361180386813143,0.0051331204856595505,NS
CLDN10-AS1,3.376216883402547,0.0014781028382951557,0.43305360203977733,0.005135062194539745,NS
