Gene,t_stat,p_value,log2FC,p_adj,group
OXCT2,-2.517238763549311,0.014108305818684842,-0.3470427161013294,0.036061640768014165,NS
CSNK2A1,2.5190074443091177,0.014121639689425588,0.3105902554119977,0.036090054466859416,NS
PRDM8,-2.5168428157528586,0.014122517615380598,-0.35259279830999635,0.036090054466859416,NS
KRI1,2.51574753430594,0.014143501592396832,0.40380576431176696,0.03613988395134075,NS
RYR2,-2.548479501841858,0.014153423961680582,-1.0298719264382394,0.03616144100067807,Down
LINC00365,2.5151573092134374,0.014164073672965537,0.34058439228864923,0.03618485165917377,NS
MTERF2,-2.521350082059959,0.014166801486252146,-0.4101544392911687,0.036188021514582995,NS
CHD1L,2.5146644821106916,0.014183684171162544,0.350587169344168,0.03622467561272435,NS
SRSF7,2.518740731796085,0.014184127790666103,0.27189381903355514,0.03622467561272435,NS
TBC1D3B,2.5588393519005206,0.01420720690969669,0.03536091758781709,0.03627980979584246,NS
FOXD4,2.545190973255747,0.014222166858362958,0.3754616814006048,0.03631420130785028,NS
FAM21EP,-2.517085025257754,0.014244910219046095,-0.22052769993689614,0.036368457311236446,NS
WBP1,-2.5135777033799567,0.014249100683796936,-0.21548943554787492,0.03637533979239298,NS
RALGAPB,2.517326281563187,0.014255282135662248,0.3651772140378826,0.03638730292148904,NS
LHX4,-2.51908139320294,0.014279329843629132,-0.3300707359604038,0.03644307173567448,NS
FAM213B,2.5121009714917597,0.014280125413847463,0.44886237692711006,0.03644307173567448,NS
RP9P,2.5136025220847227,0.01430948076503739,0.47504320109584075,0.03651415790059242,NS
CIART,-2.5285501119793006,0.014325848458098388,-0.6370384511965632,0.036551119638171516,NS
STARD5,-2.512002782669911,0.01432696951958079,-0.3831633861616801,0.036551119638171516,NS
LY6H,-2.531237751637577,0.014350919870899169,-0.8391020171035304,0.03660838427444467,NS
MKRN2OS,-2.5117170457400673,0.014377044557967258,-0.38245204957320933,0.03667118293288871,NS
VWA1,2.516718258750782,0.014396283774937344,0.3673069570463179,0.03671640766578026,NS
FAM69C,-2.5157252791392373,0.014408243677738212,-0.2945429472543537,0.03674305963967695,NS
TRMT61A,2.5085553859743364,0.014415996512470622,0.37688588536895207,0.03675897853389408,NS
TNFAIP8,-2.5080406699983104,0.014427601128640664,-0.42200553885392855,0.03678471462195906,NS
NR4A1,2.5079483480331044,0.01443585906095656,1.0031297467505498,0.036801913482866,Up
COX4I1,-2.5074578370971783,0.014449629361346132,-0.3011081382823573,0.03683316016944794,NS
HOXB-AS3,-2.509638005746716,0.01445860802453556,-0.6471795383335643,0.03685218735704832,NS
IL18R1,-2.5075435342516785,0.01446715494643665,-0.39693657333693144,0.0368701102499196,NS
MRRF,2.5075488877938263,0.0144709187505165,0.26909865226734375,0.03687584070288687,NS
OR10H1,2.5323122106534206,0.014475741553133461,0.06439383985285047,0.03688426828992314,NS
HCAR2,2.5067543064063353,0.014486062371512518,1.31896422308709,0.036905305209948086,Up
ZCCHC24,-2.5082492702805324,0.014487030763914943,-0.7843362701285281,0.036905305209948086,NS
TTLL12,2.507516056005505,0.014522523791422388,0.3252353439342466,0.03699185042788939,NS
IMP3,2.5112818242577393,0.014534571766869413,0.3426251509789262,0.037018664418475566,NS
OSCAR,2.513602865648203,0.01454636798639729,0.5899614768864134,0.03704483165727966,NS
GNB1,-2.509485970036338,0.014556970358023452,-0.1560710159689087,0.03706795339885516,NS
MEG3,-2.510388442996254,0.014589424083738707,-0.7859928384366242,0.037146706894943,NS
HIST1H2BN,2.5069133959525156,0.014607335689099036,1.1878619037752163,0.037188421522116766,Up
ZBTB41,2.506825677604615,0.014650012777659633,0.324169920453941,0.037293170602209706,NS
LINC00968,-2.524292989944319,0.014658988791443629,-0.3641843936327377,0.03731211706187346,NS
C3orf67-AS1,2.538159476257576,0.014668223168152241,0.06426254404362758,0.03733171711149895,NS
HACE1,-2.5041219699569894,0.014672552720634988,-0.4045949053740605,0.037338831225491274,NS
LOC284930,2.557003086000842,0.01467415635913652,0.8531255825600257,0.03733900764909518,NS
OR2T33,-2.5468987145664688,0.014697737316223472,-0.11912888203213147,0.03739510040016878,NS
SULT1C3,2.507332222352116,0.014704244961908045,0.5405176826655136,0.03740774674817,NS
MFI2-AS1,2.501796548610832,0.014706847517125234,0.42448368447274776,0.037410456901511416,NS
SLC26A5,-2.5060349782355233,0.01472668461161391,-0.08252011255257798,0.03745700216432234,NS
AKAP11,2.5006759043639057,0.014736303313720809,0.3818671554930839,0.03747755015599432,NS
SLC8A2,-2.5428349940360304,0.014739480705367335,-0.9088842813619576,0.03748171394418176,NS
DMRT2,-2.506838240189509,0.014745155560766532,-0.19120061131113397,0.03749222711595594,NS
SOCS7,2.4994626587550326,0.01475651468221386,0.4122026544456596,0.03751718985649358,NS
CCDC36,-2.5227651349411704,0.014774287291558524,-0.45523420463056136,0.0375584514287442,NS
SRSF3,2.4995774582982953,0.014781107707546442,0.2754624602770246,0.03757186517347506,NS
KRTAP5-10,-2.5204966637678803,0.014806673515716528,-0.09706181515530274,0.037632919757543334,NS
FAM227A,2.4993799812064275,0.014846828815232957,0.3813094719148534,0.0377310386432236,NS
RAB3IP,2.497385329847015,0.01486100709270898,0.31674954096366337,0.037763127138787274,NS
LOC102723701,-2.506631165625365,0.014865333831379581,-0.13772566479909015,0.037770177920281214,NS
FOXK2,2.4966324543729588,0.014875505973976699,0.29319260062896824,0.037792077814249606,NS
AKR1B1,-2.503492011083385,0.014899509751929753,-0.25342793228615523,0.03784910953266832,NS
TUB-AS1,-2.513773082804821,0.014905644214948143,-0.08344776066813969,0.03786074080106231,NS
FKBP1A,-2.495680454126307,0.014909669753274804,-0.27262506207538717,0.03786701347481691,NS
INPP5J,-2.495924612834818,0.014918670060384134,-0.478310990585586,0.037885918249974775,NS
MED12L,-2.5035696777073064,0.014943030212847947,-0.13220006724217853,0.03794382129172242,NS
ELF2,-2.501866327836643,0.014965183572280993,-0.44903296792407676,0.037996109276476814,NS
LOC101926944,2.4964760679939064,0.014973887115883417,0.5348335514678129,0.03801424127395565,NS
LOC101929095,-2.536965599673416,0.015024348341448791,-0.14353239321173752,0.03813691472631513,NS
RBM42,2.4923790802243495,0.01502534263625532,0.2466953838371575,0.03813691472631513,NS
CD74,-2.4953636350630815,0.015036140971633204,-0.29075896810875435,0.03816034275583123,NS
PRRC2A,2.4919082656865874,0.015057749726767837,0.3497593334503333,0.03821119888953307,NS
BHMG1,2.522856856381774,0.015065584998920788,0.034228372278469775,0.03822709587464668,NS
RPL21,2.4913034154815046,0.015067458184807755,0.797495952333227,0.03822786305103018,NS
ADORA1,2.4935350861166112,0.015077879177140445,0.35692726055879853,0.038250314568423836,NS
UBR1,-2.4913398120999273,0.01508917323914141,-0.321974525801771,0.03827184385694527,NS
UTP11L,2.493010590390835,0.015089511086759938,0.285580671040651,0.03827184385694527,NS
TRAF4,2.49666293670899,0.015099026448475444,0.3802106588420102,0.03829198704148587,NS
MROH2B,-2.5483066664930845,0.01510884857049017,-0.014855912814038297,0.03831290390866404,NS
MLK7-AS1,2.491917429230731,0.015126613149296964,0.975037482675245,0.03835395474070545,NS
KCNF1,-2.493609108693048,0.015132239989870865,-0.2723008454830048,0.03836422464772345,NS
LOC284581,-2.4952347620822173,0.015142760007359332,-0.5943487560658163,0.03838689661865591,NS
MYBPH,2.525642117598058,0.015152882564237587,0.1108747459411347,0.03840855640904967,NS
SLC15A4,2.4943050121521577,0.015169587410921719,0.2844010056705697,0.03844689431703717,NS
DCST1,-2.5178866148478027,0.015177107686634592,-0.10565807716025337,0.038457943842351044,NS
SPATA4,-2.5495923516259067,0.015176432868203256,-0.12355525368524342,0.038457943842351044,NS
SCAND2P,-2.4910916647466013,0.015178999976881132,-0.40494363201229966,0.038458734350586075,NS
RMND1,2.4883905124769274,0.015185915597227985,0.2400573185946735,0.03846516479656854,NS
NGF,-2.4960206620668544,0.015186019940345368,-0.4749970139089874,0.03846516479656854,NS
MED14OS,2.4888003726160055,0.015186279724089027,0.40297066083790045,0.03846516479656854,NS
OR10G7,-2.526991897182823,0.015192930881308256,-0.07599184368403375,0.03847800665287936,NS
ZNF234,-2.487678881386151,0.015212385570353508,-0.3322591496098659,0.03852326901562153,NS
UCHL5,2.4874790802048414,0.015224129994976165,0.273148991221988,0.03854899880946207,NS
POTEB3,2.5293026114585473,0.015230315584726328,0.031020207951312457,0.03856064919578651,NS
SLC16A14,-2.489678338919913,0.015242513660705972,-0.2987211961311753,0.03858751819899516,NS
ATPAF1,-2.491966307750137,0.01527155520838222,-0.20756416408373823,0.038657017635863294,NS
MMP15,-2.4860880338536173,0.015275484552058235,-0.3765789930803205,0.038660794583826215,NS
KLRC4-KLRK1,-2.501737333830297,0.015276224552846518,-0.2468381421272634,0.038660794583826215,NS
IER2,2.4870192895825416,0.015278264470386538,0.4425802530810845,0.03866193658639147,NS
PPP1R14C,-2.48644523862156,0.01528536046010744,-0.566095726112323,0.03866901503686624,NS
LOC101928767,-2.4937598346223435,0.015285828593633023,-0.20006523112491142,0.03866901503686624,NS
HIATL2,2.4932238856627844,0.015283380779465006,0.35972823860076675,0.03866901503686624,NS
MEOX2-AS1,-2.5315593636928653,0.015287629692528072,-0.2133437894383487,0.03866955162637597,NS
PPP5C,2.4935387131218327,0.01529269586051687,0.22623726760248974,0.038678346129862665,NS
DRG1,2.488586831774821,0.0153048488820984,0.26152828282853147,0.03870506104070941,NS
ADGRE1,-2.4871732772753368,0.015307644879774636,-0.30527178880922046,0.03870810949648748,NS
FALEC,2.4857964182653896,0.015313002706230332,0.2241433754061996,0.03871763468663079,NS
CHEK2P2,2.4961892573730187,0.015323585803885617,0.029145913002369336,0.038740368182356155,NS
APMAP,2.4865684805029393,0.015330404140561941,0.4807008328467619,0.03875358005242707,NS
WAC,-2.484452548314484,0.015337844119041572,-0.25912592338175156,0.03876836045710383,NS
ANO9,2.4851229250525906,0.015348521257734048,0.7124819545874397,0.038791319278036744,NS
AQP1,-2.493732704702932,0.015354800424098687,-0.8971634149642131,0.0388031592025821,NS
CDHR3,-2.513113857191815,0.01537728131500765,-0.6982037268167945,0.038855935840725386,NS
DPY19L3,2.4837854805145,0.015381333102851868,0.3658667495621555,0.038862138952554304,NS
APOBEC3A,-2.4829747496242476,0.015393944583602725,-0.4023872110175861,0.038885928522582096,NS
DCTN6,-2.483013385402362,0.015393539851776118,-0.35872832668060717,0.038885928522582096,NS
LOC644838,-2.544943369515297,0.015400499439427074,-0.053125100815930616,0.038894412033820804,NS
POMT1,-2.484589961258125,0.015400429467168766,-0.19419548180257262,0.038894412033820804,NS
CCNC,2.4833602815262235,0.015423596138373897,0.3691491888005505,0.03894870142403934,NS
ZFHX4,-2.489891879669792,0.015435126614042744,-0.4663191697552568,0.0389697314326532,NS
WTH3DI,-2.4819486869895564,0.015434838460383158,-0.28103690456598174,0.0389697314326532,NS
HRG,2.5300233397031158,0.015449008037449308,0.03961285089554459,0.039000732323585724,NS
DDX23,2.4836790746311372,0.015455689741900668,0.28008901515446194,0.039013553112632986,NS
LOC100507547,-2.50132302277052,0.015462021072566156,-0.07317184178943545,0.03902254668991414,NS
KBTBD12,-2.4823484280117607,0.015462459637197652,-0.3336638869887314,0.03902254668991414,NS
ADGRA1,-2.5225871874703465,0.015475974927488244,-0.028243852548086833,0.03905260533340459,NS
FGF20,2.514181201438317,0.01548679450634529,0.7907910280634372,0.03907585599859191,NS
PMFBP1,2.480364876458516,0.01550161837155008,0.5927096009609993,0.039109204301269206,NS
LINC00578,-2.506232074886939,0.015503981324879672,-1.0654456886410772,0.03911111117676705,Down
TMEM75,2.4819381455437655,0.015512076750462577,0.8452857678994392,0.03912747717653993,NS
DNAJC17,-2.4804118457825237,0.015519348520958936,-0.2559885539803286,0.039141762421603964,NS
VIPAS39,-2.4905894950255445,0.015540458869578066,-0.23773032710424058,0.03919094373575666,NS
MYO16-AS1,2.5262042255094834,0.015569067072721854,0.08351102297576243,0.03925902147774935,NS
SLC9A3R1,-2.5044519757081036,0.015580217680609163,-0.780899227886251,0.039283068532460066,NS
CD40,-2.478074274524641,0.015589907271433138,-0.4121935370221652,0.03930342726174214,NS
MARCH6,-2.484623748940423,0.015596065450183157,-0.24114973066146472,0.03931080774683142,NS
SEPHS2,-2.4791975297903024,0.015594788718677742,-0.2844008578526722,0.03931080774683142,NS
PPFIA2,-2.4837067696522444,0.015603049311428916,-0.3223826013653892,0.03932433803261538,NS
LOC283575,-2.4980615867087224,0.015605808364857332,-0.12118777377632436,0.03932721884303283,NS
AS3MT,-2.4768563045513496,0.015645917694454645,-0.34260307917957045,0.03942421339948729,NS
OR6F1,-2.5190749304323634,0.015655013144163284,-0.20390311028535407,0.03944304792176806,NS
AMOTL2,2.4807980161361325,0.01566453970789559,0.40052619157610625,0.039462964630574235,NS
KYNU,2.4809576643547993,0.015698008567071937,1.0450456907675054,0.0395431877122723,Up
ZNF701,-2.4753730897691204,0.015699864857526204,-0.3311576363559543,0.03954377056228086,NS
RAD17,-2.4757739042940865,0.015702633877554183,-0.21123508009034353,0.039546651976007305,NS
GLUD1,-2.4774751095700087,0.015713938412114433,-0.16509862469693637,0.039571027027857704,NS
CGB7,2.4820059187414603,0.015716071884139902,0.08424989896513715,0.039572304746241974,NS
SPAG4,2.474673684976476,0.015726647678784633,0.5131725917731309,0.03959483735887676,NS
LOC100129973,-2.481038707736633,0.015732878682086334,-0.32861562985674153,0.0396064275997986,NS
ZFYVE19,-2.482826635439716,0.01573647716574519,-0.17546437455111485,0.03961138894348107,NS
TMEM214,2.474412208598615,0.015738803320431056,0.2594014246250911,0.03961314692377807,NS
RGN,-2.4851592082403045,0.015743370626364276,-0.8736279642748843,0.03962054473249235,NS
ANTXRLP1,-2.4796929138815367,0.0157479661870898,-0.2583722172372417,0.03962391492235499,NS
LTB4R2,2.4743434671869324,0.01574683896662881,0.4849362155696755,0.03962391492235499,NS
HTR6,-2.488995069253886,0.015767145850534105,-0.2000347956141023,0.039663971616559636,NS
OR2C1,-2.4988201951825753,0.015765721864082257,-0.08430601219895362,0.039663971616559636,NS
CCDC26,-2.4880096155222646,0.01577556989053307,-0.06047167897070019,0.03968106138046644,NS
SIRT7,-2.4750968823567505,0.015782808964688914,-0.3410287780369412,0.03969516731755575,NS
CASC4,-2.485939821693502,0.01578466789416552,-0.17371861179351633,0.03969574019555773,NS
RSPH4A,-2.4746717440350805,0.015799578507639234,-0.1873826773862493,0.03972913231679153,NS
ZNF749,2.475424517630263,0.01580522163499338,0.4569877916972849,0.039739216211302705,NS
DAB2,-2.472432579452301,0.01581851976366794,-0.3694587986047093,0.03976854307527097,NS
PIM3,2.4772076485727204,0.015823059377452587,0.39449189399495754,0.03977584681434626,NS
SFXN1,-2.4800619088757814,0.01583697259743067,-0.40180763751251636,0.03980670988753075,NS
CYTH2,2.471883763429364,0.01584744304902429,0.294455616807876,0.03982891397718219,NS
LBP,2.471540597729856,0.015859788327662966,0.5272787873202005,0.0398558249423798,NS
AGBL2,-2.478437384114242,0.01586615187208477,-0.25254109015306436,0.03986472315472422,NS
CHPF2,2.4712634248656875,0.015866605377903468,0.254485804699379,0.03986472315472422,NS
ATRN,-2.4801796852078235,0.015898922064135203,-0.26367349657062356,0.039941794916155085,NS
LOC400620,2.5213188436336647,0.015924654476482464,0.023362158953553896,0.04000231124480566,NS
CHMP4A,-2.4699517557775725,0.01592901978787654,-0.31108004189140726,0.04000914702835829,NS
CHST3,-2.471214028534289,0.015955549069793594,-0.5702046193990284,0.040071645218007934,NS
CALML5,2.521977476678332,0.015980430805255283,0.16679783054397318,0.0401263201087982,NS
TLR6,-2.4685645922110346,0.015980616966406645,-0.3190637005590169,0.0401263201087982,NS
GTF2I,2.4681328068354786,0.016010825099882907,0.40446725756703383,0.04019387658662579,NS
